id,name,url,className,classID,tags,username,license,description,duration,geotags,fold
631880,Tumble dryer control knob turn and beep.wav,https://freesound.org/people/greatsoundstube/sounds/631880/,007 - Cleaning_Appliances,7,['knob'+ 'control'+ 'tumble'+ 'sound'+ 'beep'+ 'turn'+ 'switch'+ 'dryer'+ 'click'],greatsoundstube,http://creativecommons.org/publicdomain/zero/1.0/,Tumble dryer knob being turned with beep.,11.5676,,5
432656,dryer,https://freesound.org/people/gamedog74/sounds/432656/,007 - Cleaning_Appliances,7,['dryer'+ 'off'+ 'air'],gamedog74,http://creativecommons.org/publicdomain/zero/1.0/,Dryer on and off.,8.91733,,8
136428,Dryer Up Close.mp3,https://freesound.org/people/OTBTechno/sounds/136428/,007 - Cleaning_Appliances,7,['Close'+ 'Dryer'+ 'Tumble'],OTBTechno,http://creativecommons.org/licenses/by/3.0/,Dryer On,20.3233,,4
352270,Hand Dryer 8 (hand movement) .wav,https://freesound.org/people/1chris.murray1/sounds/352270/,007 - Cleaning_Appliances,7,['Bathroom'+ 'Dryer'+ 'Vacuum'+ 'Hand'],1chris.murray1,http://creativecommons.org/publicdomain/zero/1.0/,Recording of a Hand-dryer. Recorded with a Zoom H5. Part of a pack,12.9711,,5
352273,Hand Dryer 5 (hand movement) .wav,https://freesound.org/people/1chris.murray1/sounds/352273/,007 - Cleaning_Appliances,7,['Bathroom'+ 'Dryer'+ 'Vacuum'+ 'Hand'],1chris.murray1,http://creativecommons.org/publicdomain/zero/1.0/,Recording of a Hand-dryer. Recorded with a Zoom H5. Part of a pack,8.69184,,8
352269,Hand Dryer 1 (no hand movement) .wav,https://freesound.org/people/1chris.murray1/sounds/352269/,007 - Cleaning_Appliances,7,['Bathroom'+ 'Dryer'+ 'Vacuum'+ 'Hand'],1chris.murray1,http://creativecommons.org/publicdomain/zero/1.0/,Recording of a Hand-dryer. Recorded with a Zoom H5. Part of a pack,13.3402,,8
352274,Hand Dryer 9 (hand movement) .wav,https://freesound.org/people/1chris.murray1/sounds/352274/,007 - Cleaning_Appliances,7,['Bathroom'+ 'Dryer'+ 'Vacuum'+ 'Hand'],1chris.murray1,http://creativecommons.org/publicdomain/zero/1.0/,Recording of a Hand-dryer. Recorded with a Zoom H5. Part of a pack,11.6812,,5
352271,Hand Dryer 7 (hand movement) .wav,https://freesound.org/people/1chris.murray1/sounds/352271/,007 - Cleaning_Appliances,7,['Bathroom'+ 'Dryer'+ 'Vacuum'+ 'Hand'],1chris.murray1,http://creativecommons.org/publicdomain/zero/1.0/,Recording of a Hand-dryer. Recorded with a Zoom H5. Part of a pack,11.5737,,2
352266,Hand Dryer 4 (no hand movement) .wav,https://freesound.org/people/1chris.murray1/sounds/352266/,007 - Cleaning_Appliances,7,['Bathroom'+ 'Dryer'+ 'Vacuum'+ 'Hand'],1chris.murray1,http://creativecommons.org/publicdomain/zero/1.0/,Recording of a Hand-dryer. Recorded with a Zoom H5. Part of a pack,8.67456,,3
560542,Vacuum cleaner,https://freesound.org/people/Metzik/sounds/560542/,007 - Cleaning_Appliances,7,['lid'+ 'cleaner'+ 'extend'+ 'handling'+ 'cord'+ 'telescope'+ 'glide'+ 'rattle'+ 'button'+ 'Vaccum'+ 'sliding'+ 'pipe'+ 'slide'+ 'noise'+ 'brush'+ 'retract'+ 'close'+ 'sounds'+ 'open'+ 'click'+ 'out'],Metzik,https://creativecommons.org/licenses/by/4.0/,"Recorded a vacuum cleaner, but not the usual vauum sound. These are handling sounds, button clicks, open/close lids, extend/retract pipe, cord out/in etc.",375.929,,4
328908,Vacuum cleaner.wav,https://freesound.org/people/Jeanet_Henning/sounds/328908/,007 - Cleaning_Appliances,7,['cleaner'+ 'used'+ 'off'+ 'sucking'+ 'being'+ 'recorded'+ 'vaccuming'+ 'vaccum'+ 'vacuuming'+ 'from-a-distance'+ 'switching-on'+ 'vacuum'+ 'OWI'+ 'not-so-close-up'],Jeanet_Henning,http://creativecommons.org/licenses/by-nc/3.0/,A vacuum cleaner switching on and being used before switching off again.,24.144,,4
542149,Vacuum Cleaner,https://freesound.org/people/AO-SoundPawz/sounds/542149/,007 - Cleaning_Appliances,7,['engine'+ 'cleaner'+ 'turn-on'+ 'hoover'+ 'off'+ 'power'+ 'leaf-blower'+ 'FX'+ 'turn-off'+ 'household'+ 'vaccum'+ 'machine'+ 'industrial'+ 'sound-effect'+ 'motor'+ 'vacuum'+ 'motorized'+ 'cleaning'],AO-SoundPawz,http://creativecommons.org/publicdomain/zero/1.0/,"The sound of a vacuum cleaner being turned on and then off recorded on an iPhone with the Memo app.

If you find the sound useful, I would love to see what you made! Feel free to share a link to your project in the comments. (｡◕‿◕｡) Credit not required but appreciated. Thanks!",10.6347,,7
424735,Vacuum cleaner,https://freesound.org/people/MariaMNobre/sounds/424735/,007 - Cleaning_Appliances,7,['trash'+ 'Vaccum'+ 'rubbish'+ 'Kitchen'],MariaMNobre,http://creativecommons.org/licenses/by/3.0/,Sound of vacuum cleaner,7.59467,38.7450211002 -9.20374095091,1
244328,vaccum cleaner.wav,https://freesound.org/people/squashy555/sounds/244328/,007 - Cleaning_Appliances,7,['hoover'+ 'cleaner'+ 'henry'+ 'vacuuming'+ 'motor'+ 'vacuum'+ 'vaccum-cleaner'],squashy555,http://creativecommons.org/publicdomain/zero/1.0/,"Vacuum cleaner (Henry) cleaning the carpet, motor noises and suction noises",41.4563,,7
189735,Aspirador Greus.wav,https://freesound.org/people/CraterZounds/sounds/189735/,007 - Cleaning_Appliances,7,['cleaner'+ 'frequency'+ 'low'+ 'vacuum'],CraterZounds,https://creativecommons.org/licenses/by/4.0/,A low frequency sound from a vaccum cleaner recorded with a stereo pair.,66.747,,5
585978,Vaccum cleaner.wav,https://freesound.org/people/Santiago0107/sounds/585978/,007 - Cleaning_Appliances,7,['sound'+ 'design'+ 'filmscore'+ 'Ambient'],Santiago0107,http://creativecommons.org/publicdomain/zero/1.0/,Sound recorded at home,5.71501,,9
630417,"Noisy Neighbours_Vaccum cleaner, footsteps and various hits.wav",https://freesound.org/people/Mar.Sounds/sounds/630417/,007 - Cleaning_Appliances,7,['hits'+ 'neighbours'+ 'apartment'+ 'footsteps'+ 'vacuum-cleaner'],Mar.Sounds,http://creativecommons.org/publicdomain/zero/1.0/,"Various noises coming from the apartment upstairs: vacuum cleaning, heavy footsteps and various hits.

X/Y stereo (Zoom H5)",53.6368,,7
425270,Airplane Engine Sound 2,https://freesound.org/people/77Pacer/sounds/425270/,007 - Cleaning_Appliances,7,['airplane-engine-loop'+ 'airplane'+ 'aircraft-engine'],77Pacer,http://creativecommons.org/publicdomain/zero/1.0/,An airplane engine sound I recorded in February 2010 by sucking my shirt into a vaccum cleaner. I used this custom engine sound in Aces High II.,16.3312,,6
404329,"Toilet Flush, European, Distant, Lid Up.wav",https://freesound.org/people/InspectorJ/sounds/404329/,007 - Cleaning_Appliances,7,['Toilet'+ 'Bathroom'+ 'WC'+ 'Flushing'+ 'toilet'+ 'flush'+ 'bathroom'+ 'Restroom'+ 'flushing'+ 'Flush'+ 'wc'+ 'restroom'],InspectorJ,https://creativecommons.org/licenses/by/4.0/,"Raw audio of a European toilet flushing with the lid up. The recorder was about 1 meter away from the toilet. This is part of a larger sound library I created that you can check out over <a href=""https://www.jshaw.co.uk/toilet-flush"" rel=""nofollow"">here</a>.

<b>This sound is <u>not</u> in the public domain. Please attribute/credit the sound if you use it.</b> If you would prefer to not have to give attribution, then take a look at the <b><a href=""https://www.jshaw.co.uk/inspectorj-freesound-library"" rel=""nofollow"">attribution-free license</a></b>.

An example of how you might credit is by putting this in the description/credits:
""Toilet Flush, European, Distant, Lid Up.wav"" by InspectorJ (<a href=""http://www.jshaw.co.uk"" rel=""nofollow"">www.jshaw.co.uk</a>) of <a href=""http://Freesound.org"" rel=""nofollow"">Freesound.org</a>

If any of these sounds have been of help, and you are feeling charitable, please do consider<b> <a href=""http://www.freesound.org/donations/donate/"" rel=""nofollow"">donating to Freesound</a> </b>to help keep the site running (a link is also on the home page). Any donations are greatly appreciated! And for more awesome sounds, do please <b><a href=""https://www.jshaw.co.uk/libraries"" rel=""nofollow"">check out my sound libraries</a></b> or <b><a href=""https://www.jshaw.co.uk/store"" rel=""nofollow"">SFX store</a></b>.

Please comment on where you intend to use the sound, and feel free to post a link to the work where you used it if you want (I enjoy watching/listening to anything you create!)

The sound was recorded using a ""H1 Zoom recorder"" on 20th September 2017.

Note: Audio quality is always better when downloaded.",15.846,,1
365059,Flushing Toilet,https://freesound.org/people/Ryntjie/sounds/365059/,007 - Cleaning_Appliances,7,['toilet'+ 'bathroom'+ 'OWI'+ 'Toilet'+ 'water'+ 'Flushing'+ 'flush'+ 'plumbing'],Ryntjie,http://creativecommons.org/licenses/by-nc/3.0/,Toilet being flushed in a bathroom.,8.404,,7
262266,Toilet Flush,https://freesound.org/people/GowlerMusic/sounds/262266/,007 - Cleaning_Appliances,7,['toilet'+ 'running-water'+ 'ambiance'+ 'dripping'+ 'flush'+ 'bathroom'+ 'pipes'+ 'splash'+ 'toilet-flush'+ 'hiss'+ 'ambience'+ 'minimal'+ 'pipes-sound'+ 'water'+ 'rumble'+ 'Toilet'+ 'drain'+ 'liquid'+ 'pressure'+ 'roar'+ 'behringer'+ 'flow'+ 'drip'+ 'gush'+ 'Flush'+ 'plumbing'],GowlerMusic,https://creativecommons.org/licenses/by/4.0/,"A recording of a toilet flush.

<a href=""http://www.gowlermusic.com/"" rel=""nofollow"">MY OTHER SOUNDS</a>",60.6806,,3
404328,"Urinal, Multi, Distant, Clean.wav",https://freesound.org/people/InspectorJ/sounds/404328/,007 - Cleaning_Appliances,7,['Toilet'+ 'Bathroom'+ 'WC'+ 'Flushing'+ 'toilet'+ 'flush'+ 'bathroom'+ 'Restroom'+ 'urinal'+ 'flushing'+ 'Flush'+ 'wc'+ 'restroom'+ 'Urinal'],InspectorJ,https://creativecommons.org/licenses/by/4.0/,"Raw audio of 3 urinals flushing together on a timer on the University of Surrey campus. The recorder was about 3 meters away from the urinals. This is part of a larger sound library I created that you can check out over <a href=""https://www.jshaw.co.uk/toilet-flush"" rel=""nofollow"">here</a>.

<b>This sound is <u>not</u> in the public domain. Please attribute/credit the sound if you use it.</b> If you would prefer to not have to give attribution, then take a look at the <b><a href=""https://www.jshaw.co.uk/inspectorj-freesound-library"" rel=""nofollow"">attribution-free license</a></b>.

An example of how you might credit is by putting this in the description/credits:
""Urinal, Multi, Distant, Clean.wav"" by InspectorJ (<a href=""http://www.jshaw.co.uk"" rel=""nofollow"">www.jshaw.co.uk</a>) of <a href=""http://Freesound.org"" rel=""nofollow"">Freesound.org</a>

If any of these sounds have been of help, and you are feeling charitable, please do consider<b> <a href=""http://www.freesound.org/donations/donate/"" rel=""nofollow"">donating to Freesound</a> </b>to help keep the site running (a link is also on the home page). Any donations are greatly appreciated! And for more awesome sounds, do please <b><a href=""https://www.jshaw.co.uk/libraries"" rel=""nofollow"">check out my sound libraries</a></b> or <b><a href=""https://www.jshaw.co.uk/store"" rel=""nofollow"">SFX store</a></b>.

Please comment on where you intend to use the sound, and feel free to post a link to the work where you used it if you want (I enjoy watching/listening to anything you create!)

The sound was recorded using a ""H1 Zoom recorder"" on 28th September 2017.

Note: Audio quality is always better when downloaded.",45.1951,,9
340897,ToiletFlush(1)_bip.wav,https://freesound.org/people/passAirmangrace/sounds/340897/,007 - Cleaning_Appliances,7,['washroom'+ 'Toilet'+ 'bathroom'+ 'drain'+ 'liquid'+ 'toilet'+ 'drip'+ 'restroom'+ 'water'+ 'sink'+ 'flushing'+ 'flush'+ 'plumbing'+ 'pee'],passAirmangrace,http://creativecommons.org/licenses/by/3.0/,Toilet being flushed. Remember to wash your hands. ,5.20127,,9
340053,Toilet Flushing,https://freesound.org/people/IESP/sounds/340053/,007 - Cleaning_Appliances,7,['Toilet'+ 'bathroom'+ 'toilet'+ 'splashing'+ 'flush'+ 'water'+ 'Flushing'+ 'wet'+ 'plumbing'],IESP,http://creativecommons.org/licenses/by/3.0/,"Toilet Flushing: Water running down a toilet, toilet flushing in a bathroom sound

Date: February 06, 2016
Time: 12:31 PM
Recording Number: T62
Location: Floor 8 Back Bathroom, Fine Arts Building, University of Lethbridge, Lethbridge, Alberta, Canada
Technical: Recorded with Sound Devices Recorder and a Rode NT4 Shotgun Microphone.
Processing: Izotope RX5 De-Noise

Recorded by The IntraEnvrionmental Sound Project",28.0,,4
557520,An Average Urination Into A Toilet: Running Water,https://freesound.org/people/FritzSounds/sounds/557520/,007 - Cleaning_Appliances,7,['toilet'+ 'running-water'+ 'flow'+ 'flush'+ 'dripping'+ 'pissing'+ 'long-pee'+ 'gurgle'+ 'fill'+ 'bathroom'+ 'bowl'+ 'Peeing'+ 'splash'+ 'water-pouring'+ 'urination'+ 'splosh'+ 'water'+ 'Urinating'+ 'sink'+ 'pee'+ 'tub'+ 'dribble'+ 'Toilet'+ 'faucet'+ 'drain'+ 'liquid'+ 'long-urination'+ 'drip'],FritzSounds,https://creativecommons.org/licenses/by-nc/4.0/,"Considering the epic success of <a href=""https://https://freesound.org/people/FritzSounds/sounds/366375/"" rel=""nofollow"">Urinating Into A Toilet Bowl: running water.wav</a>, here is a new installment... I bring you! An average mans normal daily urination into a toilet.

This audio was captured using a Sony PCM-A10 and stereo clip mics em172 then cleaned up in Adobe Audition CC.

<strong>Usage Permissions</strong>
Feel free to use this audio in a Non-Commercial project with attribution given.

<i><b>attribution</b>
An Average Urination Into A Toilet: Running Water
provided by Alex Fritz @ <a href=""https://freesound.org/people/FritzSounds/"" rel=""nofollow"">https://freesound.org/people/FritzSounds/</a> </i>


<strong>Buy A Royalty Free License</strong>
<b>A one-off fee!</b>
<i>Get a royalty-free, attribution-free license to all my sound uploads at Freesounds under the user ""FritzSounds""
<a href=""https://ko-fi.com/s/8778a00245"" rel=""nofollow"">FIND OUT MORE HERE</a></i>

<b>Get A license</b>
Purchase a life-time license now! 
<a href=""https://ko-fi.com/s/8778a00245"" rel=""nofollow"">PURCHASE</a>


<strong>Can't find the sound you're looking for?</strong>
Feel free to suggest sounds in the comment section below
and maybe we can sort something out!

<p>Thanks Alex</p>",20.0,,9
