id,name,url,className,classID,tags,username,license,description,duration,geotags,fold
259642,Dishwasher.wav,https://freesound.org/people/Stevious42/sounds/259642/,007 - Cleaning_Appliances,6,['water'+ 'dishwasher'+ 'washing'+ 'dishes'+ 'domestic'+ 'machine'+ 'wash'+ 'cleaning'+ 'kitchen'],Stevious42,http://creativecommons.org/licenses/by/3.0/,dishwasher in opperation,30.7418,,0
146158,Washer Wash (loop).wav,https://freesound.org/people/DanaMac/sounds/146158/,007 - Cleaning_Appliances,6,['laundry'+ 'household'+ 'wash-cycle'+ 'dryer'+ 'washing-machine'+ 'washer'+ 'loop'+ 'clothes'],DanaMac,https://creativecommons.org/licenses/by/4.0/,"This is the sound of a fairly new washer going through a wash cycle. Ambient shaping of the sound makes it apparent the washer is in a small room. 
This is a ten-second loop-ready wav

Recorded on Fostex MR8 8-track recorder with Nady SP-9 Dynamic Mic.",8.86481,,10
89978,Ben'sWasher.wav,https://freesound.org/people/B%20McManus/sounds/89978/,007 - Cleaning_Appliances,6,['washer'],B McManus,http://creativecommons.org/publicdomain/zero/1.0/,The sounds of a washer,14.0173,,10
146159,Washer Fill (loop).wav,https://freesound.org/people/DanaMac/sounds/146159/,007 - Cleaning_Appliances,6,['laundry'+ 'household'+ 'water'+ 'running'+ 'dryer'+ 'washing-machine'+ 'washer'+ 'loop'+ 'clothes'],DanaMac,https://creativecommons.org/licenses/by/4.0/,"This is the sound of a fairly new washer filling with water. Ambient shaping of the sound makes it apparent the dryer is in a small room.  A running water sound.

This is a ten-second loop-ready wav

Recorded on Fostex MR8 8-track recorder with Nady SP-9 Dynamic Mic.",9.63102,,0
185904,washer.wav,https://freesound.org/people/Eirikr/sounds/185904/,007 - Cleaning_Appliances,6,['UPF-CS13'+ 'washing-clothes'+ 'campus-upf'+ 'washer-machine'+ 'washer'],Eirikr,http://creativecommons.org/publicdomain/zero/1.0/,washer washing clothes,10.4738,41.4038532586 2.19363927841,9
258356,dish washer,https://freesound.org/people/hanuman81/sounds/258356/,007 - Cleaning_Appliances,6,['dish'+ 'dish-washer'+ 'washing'+ 'washer'+ 'dishes'],hanuman81,http://creativecommons.org/publicdomain/zero/1.0/,Electric dish washer,189.461,,2
556985,dish-washer-00.flac,https://freesound.org/people/pbimal/sounds/556985/,007 - Cleaning_Appliances,6,['dish'+ 'washer'+ 'cleaning'],pbimal,http://creativecommons.org/publicdomain/zero/1.0/,Dish washer in operation,9.87726,,3
580927,Loud washer 1,https://freesound.org/people/thegreatbelow/sounds/580927/,007 - Cleaning_Appliances,6,['laundry'+ 'washer'+ 'washing-machine'],thegreatbelow,http://creativecommons.org/publicdomain/zero/1.0/,Very loud washer,92.8557,,0
580928,Loud washer 2,https://freesound.org/people/thegreatbelow/sounds/580928/,007 - Cleaning_Appliances,6,['laundry'+ 'washer'+ 'washing-machine'],thegreatbelow,http://creativecommons.org/publicdomain/zero/1.0/,Very loud washer,69.6787,,7
71536,pressure washer bounce.wav,https://freesound.org/people/andrewgnau2/sounds/71536/,007 - Cleaning_Appliances,6,['electric'+ 'pressure'+ 'washer'],andrewgnau2,http://creativecommons.org/licenses/sampling+/1.0/,electric pressure washer motor,11.0521,,7
147772,WASHER machine 2.wav,https://freesound.org/people/jimsim/sounds/147772/,007 - Cleaning_Appliances,6,['machine'+ 'WASHER'+ 'sping'+ 'fast'+ 'cycle'],jimsim,https://creativecommons.org/licenses/by/4.0/,"second part to the WASHER machine sample
",91.7087,,9
235366,washer on wash 2.wav,https://freesound.org/people/3863/sounds/235366/,007 - Cleaning_Appliances,6,['wash'+ 'washer'+ 'cycle'],3863,http://creativecommons.org/publicdomain/zero/1.0/,This is a washer on wash as it wash the cloths inside of it .,37.2234,,0
378487,Washer and Dryer.wav,https://freesound.org/people/AdamsArchive/sounds/378487/,007 - Cleaning_Appliances,6,['Apartment'+ 'field-recording'+ 'Dryer'+ 'AdamsArchive'+ 'Washer'+ 'Austin'+ 'Texas'],AdamsArchive,http://creativecommons.org/licenses/by/3.0/,Sound from my washer and dryer,8.70147,,10
141451,washer machine with efffect,https://freesound.org/people/qlevihirs/sounds/141451/,007 - Cleaning_Appliances,6,['machine'+ 'washer'+ 'reeverb'],qlevihirs,http://creativecommons.org/publicdomain/zero/1.0/,I put some reeverb effect on washer machine,5.13873,,0
346175,Dish Washer.wav,https://freesound.org/people/VSokorelos/sounds/346175/,007 - Cleaning_Appliances,6,['wash'+ 'stop'+ 'start'+ 'dish'+ 'iekdelta'+ 'washer'+ 'rinse'],VSokorelos,http://creativecommons.org/publicdomain/zero/1.0/,The sound of a dish washer from start to finish,98.0811,,4
489402,Dryer door opening and closing.m4a,https://freesound.org/people/more7859/sounds/489402/,007 - Cleaning_Appliances,6,['Dryer'+ 'door'+ 'dryer'+ 'closing'+ 'opening'],more7859,http://creativecommons.org/publicdomain/zero/1.0/,Dryer opening and closing. Recorded on iphone 6s.,27.0933,,9
412879,dryer,https://freesound.org/people/mediagruppen/sounds/412879/,007 - Cleaning_Appliances,6,['washer'+ 'dryer'+ 'laundry'+ 'clothes'],mediagruppen,http://creativecommons.org/licenses/by-nc/3.0/,dryer,233.092,55.6642249547 13.3528518677,5
631885,Tumble dryer start and run.wav,https://freesound.org/people/greatsoundstube/sounds/631885/,007 - Cleaning_Appliances,6,['beep'+ 'run'+ 'tumble'+ 'hum'+ 'drone'+ 'machine'+ 'start'+ 'dryer'+ 'cycle'],greatsoundstube,http://creativecommons.org/publicdomain/zero/1.0/,Tumble dryer beep to start and run.,55.2771,,8
533745,Dryer.WAV,https://freesound.org/people/jewelconnor/sounds/533745/,007 - Cleaning_Appliances,6,['machine'+ 'dryer'+ 'laundry'],jewelconnor,http://creativecommons.org/publicdomain/zero/1.0/,dryer,7.78739,,0
631886,Tumble dryer door open close.wav,https://freesound.org/people/greatsoundstube/sounds/631886/,007 - Cleaning_Appliances,6,['shut'+ 'door'+ 'opened'+ 'tumble'+ 'bang'+ 'dryer'+ 'closed'+ 'slam'+ 'close'+ 'latch'+ 'open'+ 'click'],greatsoundstube,http://creativecommons.org/publicdomain/zero/1.0/,Tumble dryer door being opened and closed.,11.8618,,3
631880,Tumble dryer control knob turn and beep.wav,https://freesound.org/people/greatsoundstube/sounds/631880/,007 - Cleaning_Appliances,6,['knob'+ 'control'+ 'tumble'+ 'sound'+ 'beep'+ 'turn'+ 'switch'+ 'dryer'+ 'click'],greatsoundstube,http://creativecommons.org/publicdomain/zero/1.0/,Tumble dryer knob being turned with beep.,11.5676,,7
28003,Dryer2.wav,https://freesound.org/people/Konamiuss/sounds/28003/,007 - Cleaning_Appliances,6,['dryer'+ 'spin'],Konamiuss,http://creativecommons.org/publicdomain/zero/1.0/,This is a dryer.,11.97,,0
432656,dryer,https://freesound.org/people/gamedog74/sounds/432656/,007 - Cleaning_Appliances,6,['dryer'+ 'off'+ 'air'],gamedog74,http://creativecommons.org/publicdomain/zero/1.0/,Dryer on and off.,8.91733,,10
136428,Dryer Up Close.mp3,https://freesound.org/people/OTBTechno/sounds/136428/,007 - Cleaning_Appliances,6,['Close'+ 'Dryer'+ 'Tumble'],OTBTechno,http://creativecommons.org/licenses/by/3.0/,Dryer On,20.3233,,9
352274,Hand Dryer 9 (hand movement) .wav,https://freesound.org/people/1chris.murray1/sounds/352274/,007 - Cleaning_Appliances,6,['Bathroom'+ 'Dryer'+ 'Vacuum'+ 'Hand'],1chris.murray1,http://creativecommons.org/publicdomain/zero/1.0/,Recording of a Hand-dryer. Recorded with a Zoom H5. Part of a pack,11.6812,,6
352271,Hand Dryer 7 (hand movement) .wav,https://freesound.org/people/1chris.murray1/sounds/352271/,007 - Cleaning_Appliances,6,['Bathroom'+ 'Dryer'+ 'Vacuum'+ 'Hand'],1chris.murray1,http://creativecommons.org/publicdomain/zero/1.0/,Recording of a Hand-dryer. Recorded with a Zoom H5. Part of a pack,11.5737,,4
352266,Hand Dryer 4 (no hand movement) .wav,https://freesound.org/people/1chris.murray1/sounds/352266/,007 - Cleaning_Appliances,6,['Bathroom'+ 'Dryer'+ 'Vacuum'+ 'Hand'],1chris.murray1,http://creativecommons.org/publicdomain/zero/1.0/,Recording of a Hand-dryer. Recorded with a Zoom H5. Part of a pack,8.67456,,3
352267,Hand Dryer 3 (no hand movement) .wav,https://freesound.org/people/1chris.murray1/sounds/352267/,007 - Cleaning_Appliances,6,['Bathroom'+ 'Dryer'+ 'Vacuum'+ 'Hand'],1chris.murray1,http://creativecommons.org/publicdomain/zero/1.0/,Recording of a Hand-dryer. Recorded with a Zoom H5. Part of a pack,8.2,,8
352272,Hand Dryer 6 (hand movement) .wav,https://freesound.org/people/1chris.murray1/sounds/352272/,007 - Cleaning_Appliances,6,['Bathroom'+ 'Dryer'+ 'Vacuum'+ 'Hand'],1chris.murray1,http://creativecommons.org/publicdomain/zero/1.0/,Recording of a Hand-dryer. Recorded with a Zoom H5. Part of a pack,12.3725,,3
352268,Hand Dryer 2 (no hand movement) .wav,https://freesound.org/people/1chris.murray1/sounds/352268/,007 - Cleaning_Appliances,6,['Bathroom'+ 'Dryer'+ 'Vacuum'+ 'Hand'],1chris.murray1,http://creativecommons.org/publicdomain/zero/1.0/,Recording of a Hand-dryer. Recorded with a Zoom H5. Part of a pack,7.36,,6
151269,Washing Machine 2.aif,https://freesound.org/people/timgormly/sounds/151269/,007 - Cleaning_Appliances,6,['machine'+ 'Rotating'+ 'stereo'+ 'full'+ 'Laundry'+ 'on-board'+ 'washing'+ 'mics'+ 'Recorded'+ 'laundry'+ 'Zoom'+ 'load'+ 'Machine'+ 'Dryer'+ 'Tumbling'+ 'a'+ 'H4n'+ 'Washing'+ 'Washer'+ 'H4nWashing'],timgormly,http://creativecommons.org/publicdomain/zero/1.0/,Washing machine washing a full load of laundry.  Recorded with Zoom H4n on-board stereo mics.,173.75,,0
496177,laundry.wav,https://freesound.org/people/julia.perry.19/sounds/496177/,007 - Cleaning_Appliances,6,['laundry'+ 'field-recording'+ 'room'],julia.perry.19,http://creativecommons.org/publicdomain/zero/1.0/,laundry,21.5253,,2
406709,Laundry basket against clothes.wav,https://freesound.org/people/tlcolbe/sounds/406709/,007 - Cleaning_Appliances,6,['basket'+ 'drop'+ 'laundry'+ 'clothes'],tlcolbe,http://creativecommons.org/publicdomain/zero/1.0/,Dropping a laundry basket onto carpet. Recorded with an H4N recorder in my home.,8.4,,2
486851,MONO-007.wav,https://freesound.org/people/julia.perry.19/sounds/486851/,007 - Cleaning_Appliances,6,['audio'+ 'laundry'+ 'field-recording'],julia.perry.19,http://creativecommons.org/publicdomain/zero/1.0/,laundry,15.676,,5
58571,laundromat.mp3,https://freesound.org/people/morgantj/sounds/58571/,007 - Cleaning_Appliances,6,['dryer'+ 'laundromat'+ 'laundry'+ 'washer'],morgantj,http://creativecommons.org/licenses/by/3.0/,There is something about the sounds of a laundromat that just get me. I had to record it.,26.3456,,6
58840,dryer.mp3,https://freesound.org/people/morgantj/sounds/58840/,007 - Cleaning_Appliances,6,['clothes'+ 'dryer'+ 'laundromat'+ 'laundry'+ 'washer'+ 'washing'],morgantj,http://creativecommons.org/licenses/by/3.0/,Recording of my dryer drying some pants. Lots of good sounds due to buttons and zippers hitting the sides of the dryer as they dry. Recorded with an H2 Zoom,53.9309,,2
58844,dryer4.mp3,https://freesound.org/people/morgantj/sounds/58844/,007 - Cleaning_Appliances,6,['clothes'+ 'dryer'+ 'laundromat'+ 'laundry'+ 'washer'+ 'washing'],morgantj,http://creativecommons.org/licenses/by/3.0/,Recording of my dryer drying some pants. Lots of good sounds due to buttons and zippers hitting the sides of the dryer as they dry. Recorded with an H2 Zoom,15.8966,,4
58841,dryer1.mp3,https://freesound.org/people/morgantj/sounds/58841/,007 - Cleaning_Appliances,6,['clothes'+ 'dryer'+ 'laundromat'+ 'laundry'+ 'washer'+ 'washing'],morgantj,http://creativecommons.org/licenses/by/3.0/,Recording of my dryer drying some pants. Lots of good sounds due to buttons and zippers hitting the sides of the dryer as they dry. Recorded with an H2 Zoom,41.6533,,8
58842,dryer2.mp3,https://freesound.org/people/morgantj/sounds/58842/,007 - Cleaning_Appliances,6,['clothes'+ 'dryer'+ 'laundromat'+ 'laundry'+ 'washer'+ 'washing'],morgantj,http://creativecommons.org/licenses/by/3.0/,Recording of my dryer drying some pants. Lots of good sounds due to buttons and zippers hitting the sides of the dryer as they dry. Recorded with an H2 Zoom,46.4598,,0
517469,Dishwasher,https://freesound.org/people/richwise/sounds/517469/,007 - Cleaning_Appliances,6,['water'+ 'dishwasher'+ 'washing'+ 'dishes'+ 'household'+ 'appliance'+ 'machine'+ 'splash'+ 'dish'+ 'kitchen'],richwise,http://creativecommons.org/publicdomain/zero/1.0/,"The sound my dishwasher made yesterday morning.

Tascam DR-22WL, Sony ECM-DS70P mic.
20-05-08_‏‎103224_DR-22WL_dishwasher.wav",65.7951,,0
197138,Dishwasher,https://freesound.org/people/everythingsounds/sounds/197138/,007 - Cleaning_Appliances,6,['dishwasher'+ 'appliance'+ 'kitchen'+ 'contact-microphone'],everythingsounds,https://creativecommons.org/licenses/by/4.0/,Sound of a Miele dishwasher during a wash cycle. Recorded with homemade contact microphone connected to a Zoom H4N.,37.3431,,3
176612,Dishwasher.wav,https://freesound.org/people/ryanplume/sounds/176612/,007 - Cleaning_Appliances,6,['water'+ 'Dishwasher'+ 'washer'],ryanplume,https://creativecommons.org/licenses/by/4.0/,Water swirling around in a dishwasher,53.4886,,0
608705,Dishwasher 1,https://freesound.org/people/somatik7/sounds/608705/,007 - Cleaning_Appliances,6,['water'+ 'washing-up-machine'+ 'dishwasher'+ 'washing'+ 'dishes'],somatik7,http://creativecommons.org/publicdomain/zero/1.0/,Dishwasher mid cycle. Loopable.,11.3928,,7
608704,Dishwasher 2,https://freesound.org/people/somatik7/sounds/608704/,007 - Cleaning_Appliances,6,['water'+ 'washing-up-machine'+ 'dishwasher'+ 'washing'+ 'dishes'],somatik7,http://creativecommons.org/publicdomain/zero/1.0/,Dishwasher mid cycle. Loopable.,20.1361,,8
265255,dishwasher1.wav,https://freesound.org/people/jjdeprisco/sounds/265255/,007 - Cleaning_Appliances,6,['water'+ 'dishwasher'+ 'washing'+ 'kitchen-machine'+ 'kitchen-appliance'+ 'machine'],jjdeprisco,https://creativecommons.org/licenses/by/4.0/,"Recorded by Jeremy dePrisco 4/21/14 in the kitchen of our home, which is a converted church.",20.3407,,0
265254,dishwasher2.wav,https://freesound.org/people/jjdeprisco/sounds/265254/,007 - Cleaning_Appliances,6,['water'+ 'dishwasher'+ 'washing'+ 'kitchen-machine'+ 'kitchen-appliance'+ 'machine'],jjdeprisco,https://creativecommons.org/licenses/by/4.0/,"Recorded by Jeremy dePrisco 4/21/14 in the kitchen of our home, which is a converted church.",30.8361,,7
250362,Dishwasher,https://freesound.org/people/MrAuralization/sounds/250362/,007 - Cleaning_Appliances,6,['dishwasher'+ 'washing'+ 'dishes'+ 'countertop'+ 'water'+ 'wash'+ 'dish'+ 'kitchen'],MrAuralization,http://creativecommons.org/licenses/by/3.0/,"My countertop dishwasher. Recorded with a Zoom H1. 24Bit/44.1kHz.

Because of the Creative Commons license, please remember to put my username in the credits.",296.753,,7
199307,dishwasher_under.wav,https://freesound.org/people/KatiReh/sounds/199307/,007 - Cleaning_Appliances,6,['dishwasher'+ 'kitchen-appliances'+ 'kitchen'],KatiReh,http://creativecommons.org/publicdomain/zero/1.0/,tascam recording of dishwasher from space under the dishwasher,50.5208,,6
199308,dishwasher_top.wav,https://freesound.org/people/KatiReh/sounds/199308/,007 - Cleaning_Appliances,6,['dishwasher'+ 'kitchen-appliances'+ 'kitchen'],KatiReh,http://creativecommons.org/publicdomain/zero/1.0/,"dishwasher sound from top of dishwasher, tascam recording ",105.848,,6
199306,dishwasher_under_2.wav,https://freesound.org/people/KatiReh/sounds/199306/,007 - Cleaning_Appliances,6,['dishwasher'+ 'kitchen-appliances'+ 'kitchen'],KatiReh,http://creativecommons.org/publicdomain/zero/1.0/,tascam recording of dishwasher from space under the dishwasher,137.247,,5
50499,dishwasher.wav,https://freesound.org/people/gadzooks/sounds/50499/,007 - Cleaning_Appliances,6,['dishwasher'+ 'pan'+ 'wash'],gadzooks,http://creativecommons.org/licenses/by/3.0/,Noise of dishwasher washing a big pan.,71.2882,,6
352871,Dishwasher,https://freesound.org/people/revolt2563/sounds/352871/,007 - Cleaning_Appliances,6,['water'+ 'dishwasher'+ 'washing'+ 'machine'+ 'wash'+ 'cleaning'+ 'washer'],revolt2563,http://creativecommons.org/publicdomain/zero/1.0/,"A short extract of our dishwasher at work. 

Recorded with Zoom H6 recorder and Rode NTG-2 Shotgun Microphone. Cleaned and edited with Reaper. 

Feel free to leave a link to the project that you used this sound in. Would love to see and hear how you used the sound. :)",232.0,-25.9520492486 28.1773030758,2
71953,bm_dishwasher.wav,https://freesound.org/people/cmusounddesign/sounds/71953/,007 - Cleaning_Appliances,6,['appliance'+ 'dishwasher'+ 'kitchen'+ 'machine'],cmusounddesign,http://creativecommons.org/licenses/by/3.0/,Sound of dishwasher running.,89.6871,,8
235367,washer on spin.wav,https://freesound.org/people/3863/sounds/235367/,007 - Cleaning_Appliances,6,['washer'+ 'spin'+ 'cycle'],3863,http://creativecommons.org/publicdomain/zero/1.0/,A washer with cloths in it spinning while it on it spin cycle,25.0,,2
394271,Washer and Dryer,https://freesound.org/people/TrekkieDude97/sounds/394271/,007 - Cleaning_Appliances,6,['Clothes-washer'+ 'laundry'+ 'house'+ 'household'+ 'ambiance'+ 'dryer'+ 'simultaneous'+ 'cleaning'+ 'clean'+ 'washing-machine'+ 'washer'+ 'clothes'],TrekkieDude97,http://creativecommons.org/publicdomain/zero/1.0/,Sound of a washer and dryer running together. Recorded in a closed laundry room so there is a bit of reverb.,99.0293,,9
238020,Water running washer,https://freesound.org/people/eaglechopper/sounds/238020/,007 - Cleaning_Appliances,6,['water'+ 'running'+ 'washer'+ 'flowing'],eaglechopper,http://creativecommons.org/publicdomain/zero/1.0/,Water from washer running. Recorded using tascam dr-40,10.0843,,9
580534,Pressure Washer,https://freesound.org/people/richwise/sounds/580534/,007 - Cleaning_Appliances,6,['machine'+ 'garden'+ 'water'+ 'pressure'+ 'pump'+ 'cleaning'+ 'maintenance'+ 'jetwash'+ 'washer'+ 'patio'+ 'noisy'],richwise,http://creativecommons.org/publicdomain/zero/1.0/,"Pressure washing a stone patio.

Olympus LS-5, internal capsules, no filtering.
210715_‏‎113736_LS5_pressure_washer.wav",158.292,,6
454449,laundromat washer washing machine rumble5.flac,https://freesound.org/people/kyles/sounds/454449/,007 - Cleaning_Appliances,6,['machine'+ 'rumble'+ 'washer'+ 'laundromat'+ 'washing'],kyles,http://creativecommons.org/publicdomain/zero/1.0/,laundromat washer washing machine rumble5.flac,12.5011,,6
454448,laundromat washer washing machine rumble4.flac,https://freesound.org/people/kyles/sounds/454448/,007 - Cleaning_Appliances,6,['machine'+ 'rumble'+ 'washer'+ 'laundromat'+ 'washing'],kyles,http://creativecommons.org/publicdomain/zero/1.0/,laundromat washer washing machine rumble4.flac,15.7842,,7
454447,laundromat washer washing machine rumble3.flac,https://freesound.org/people/kyles/sounds/454447/,007 - Cleaning_Appliances,6,['machine'+ 'rumble'+ 'washer'+ 'laundromat'+ 'washing'],kyles,http://creativecommons.org/publicdomain/zero/1.0/,laundromat washer washing machine rumble3.flac,11.1121,,5
454446,laundromat washer washing machine rumble2.flac,https://freesound.org/people/kyles/sounds/454446/,007 - Cleaning_Appliances,6,['machine'+ 'rumble'+ 'washer'+ 'laundromat'+ 'washing'],kyles,http://creativecommons.org/publicdomain/zero/1.0/,laundromat washer washing machine rumble2.flac,58.4647,,3
146155,Dryer loop (slightly clicky).wav,https://freesound.org/people/DanaMac/sounds/146155/,007 - Cleaning_Appliances,6,['household'+ 'dryer'+ 'laundry'+ 'washer'+ 'loop'],DanaMac,https://creativecommons.org/licenses/by/4.0/,"Laundry day!
Running clothes dryer with some metallic noise along with the soft clothing.
This is a ten-second loop-ready wav

Part of my Washer-Dryer MacPack.",9.7246,,3
146156,Dryer loop (belt buckle clacky).wav,https://freesound.org/people/DanaMac/sounds/146156/,007 - Cleaning_Appliances,6,['laundry'+ 'household'+ 'clacky'+ 'dryer'+ 'washer'+ 'loop'],DanaMac,https://creativecommons.org/licenses/by/4.0/,"Laundry day!
Running clothes dryer with belt buckle and possibly a zipper or two making a bit of a racket in with the clothing.  
This is a ten-second loop-ready wav

Part of my Washer-Dryer MacPack.",9.89068,,9
146157,Dryer 2 loop (quiet).wav,https://freesound.org/people/DanaMac/sounds/146157/,007 - Cleaning_Appliances,6,['laundry'+ 'household'+ 'quiet'+ 'dryer'+ 'washer'+ 'loop'],DanaMac,https://creativecommons.org/licenses/by/4.0/,"Laundry day!
Running clothes dryer with only soft clothing inside for a quiet dryer run.
This is a ten-second loop-ready wav.

Part of my Washer-Dryer MacPack.",9.36023,,9
